hid,wp,age,gender,marital_status,employment,driving_licence,age_discrete,htype,hsize,nbcars,nbcars_agg,role
100334,1.32964433546103,61,2,2,1,1,5,220,3,2,2,2
100335,0.92460677254644,29,2,1,1,1,4,10,1,0,0,1
100336,0.72467418672768,80,2,4,4,2,6,10,1,0,0,1
100340,0.82893885580942,26,2,1,1,2,4,10,1,0,0,1
100351,0.64193913085169,56,1,1,2,1,5,10,1,0,0,1
100353,0.88728896950147,52,2,2,2,1,5,210,2,1,1,2
100358,0.90712032404851,49,1,2,1,1,5,210,2,2,2,2
100366,2.33755037544848,60,1,4,2,1,5,210,2,1,1,1
100368,1.74185034928044,65,1,2,4,1,6,220,4,2,2,1
100370,1.27832589669128,31,1,2,1,1,4,210,2,1,1,2
100373,0.88869345918339,68,1,2,4,1,6,210,2,1,1,2
100378,1.5455296517692,42,2,2,1,1,4,220,4,1,1,2
100381,0.83028590223543,77,1,2,4,1,6,210,2,1,1,1
100384,0.86539664084813,68,2,2,4,1,6,210,2,2,2,2
100386,0.72110921751636,57,2,1,2,2,5,10,1,0,0,1
100387,0.90114805677174,9,2,1,5,2,1,220,4,0,0,3
100387,0.90114805677174,6,2,1,5,2,1,220,4,0,0,4
100394,0.72708994342267,63,1,2,4,1,5,210,2,1,1,1
100400,0.77133126569412,75,1,4,4,1,6,10,1,1,1,1
100410,2.62438437618273,35,2,1,1,2,4,220,3,1,1,3
100412,0.73491670056609,85,1,2,4,1,6,210,2,0,0,1
100413,0.86967408151213,61,2,2,2,1,5,210,2,1,1,2
100422,0.86967408151213,49,2,2,1,1,5,210,2,2,2,2
100423,0.65477757003653,62,2,3,2,2,5,10,1,0,0,1
100424,1.2842662189176,65,2,2,4,2,6,210,2,2,2,2
100425,0.8085202195573,70,2,2,4,1,6,210,2,1,1,1
100426,1.02506947238055,60,1,2,1,1,5,220,4,1,1,1
100426,1.05665590127807,18,2,1,1,2,3,220,4,1,1,3
100427,0.88822660195526,10,2,1,5,2,1,230,2,1,1,2
100430,1.4407352924292,47,1,2,1,1,5,220,4,5,5,1
100433,0.37383619245169,78,2,1,4,2,6,10,1,0,0,1
100439,0.68076765945482,34,2,1,1,1,4,10,1,0,0,1
100442,1.47795471684864,8,2,1,5,2,1,220,4,2,2,3
100444,1.79447785283308,24,2,1,3,1,4,230,3,2,2,3
100446,2.60662011595083,28,1,1,2,2,4,210,2,0,0,1
100451,0.86476540529307,41,1,2,1,1,4,220,4,1,1,2
100451,1.17948748639272,8,1,1,5,2,1,220,4,1,1,4
100452,2.04803046389429,30,1,1,1,1,4,210,2,0,0,1
100453,1.41234654028166,38,2,4,1,1,4,220,4,2,2,2
100453,1.42942670310167,8,1,1,5,2,1,220,4,2,2,4
100454,1.51018956577332,32,2,1,1,1,4,210,2,2,2,2
100459,0.87359299012781,62,1,2,1,1,5,210,2,1,1,1
100460,0.59591163989882,59,2,2,2,1,5,10,1,1,1,1
100463,0.72708994342267,64,1,2,1,1,5,210,2,2,2,1
100464,0.76833450769643,69,2,2,4,1,6,210,2,1,1,2
100465,0.36354497171133,47,1,2,1,1,5,10,1,0,0,1
100467,2.86257509260097,29,1,1,1,1,4,210,2,1,1,1
100469,0.87359299012781,59,1,2,1,1,5,210,2,2,2,2
100472,0.37540165705002,77,2,4,4,1,6,10,1,1,1,1
100475,0.62536834149469,67,2,2,4,1,6,210,2,1,1,2
100481,1.33057483497703,57,1,2,1,1,5,210,2,2,2,1
100488,1.15910722734736,40,2,2,1,1,4,210,2,1,1,2
100489,1.48204865884536,16,2,1,3,2,2,230,3,1,1,2
100495,0.84946803708829,87,2,2,4,1,6,210,2,1,1,1
100499,1.35800370883467,37,1,4,1,1,4,230,2,2,2,1
100502,1.38760551021025,36,2,2,2,2,4,220,5,2,2,2
100502,1.48469256435852,8,2,1,5,2,1,220,5,2,2,5
100503,0.83472734639582,85,2,3,4,2,6,10,1,0,0,1
100504,1.06535847211887,7,1,1,5,2,1,220,3,2,2,3
100505,0.93895011627432,80,1,2,4,1,6,210,2,1,1,1
100510,0.69214639034156,65,2,1,4,1,6,10,1,1,1,1
100514,1.6465076038313,13,1,1,5,2,1,230,2,0,0,2
100515,0.94643147031847,49,2,2,1,2,5,220,4,1,1,2
100515,1.01760170493583,21,2,1,1,1,3,220,4,1,1,3
100517,0.69707541762563,51,2,2,1,1,5,210,2,3,3,2
100519,0.71899570094307,88,2,3,4,1,6,10,1,0,0,1
100520,0.51254426164136,76,1,3,4,1,6,10,1,1,1,1
100521,1.27451904535422,67,1,2,4,1,6,220,3,1,1,1
100522,0.56781098435037,55,1,4,1,1,5,10,1,1,1,1
100526,0.63297364813233,48,2,2,1,2,5,220,4,1,1,1
100526,0.66123384395577,10,1,1,5,2,1,220,4,1,1,4
100529,1.69244576671514,27,1,1,1,1,4,210,2,1,1,1
100532,0.88869345918339,73,1,2,4,1,6,210,2,2,2,2
100533,1.26636927842982,18,2,1,3,2,3,220,4,2,2,3
100534,0.96529590572769,68,2,2,4,2,6,210,2,1,1,2
100537,1.43652628883604,73,2,1,4,2,6,220,3,0,0,2
100540,1.07662983471681,20,2,1,1,1,3,220,5,1,1,3
100546,1.08115800622104,23,1,1,1,1,3,10,1,0,0,1
100548,0.6504600229579,74,2,2,1,1,6,210,2,2,2,1
100549,0.94643147031847,48,2,2,1,1,5,220,4,2,2,2
100549,1.01760170493583,21,2,1,1,1,3,220,4,2,2,3
100551,0.97798641149078,74,1,2,4,1,6,210,2,1,1,1
100554,0.6505597955413,65,2,2,4,1,6,210,2,2,2,1
100558,1.72511299406657,36,1,2,1,1,4,220,4,1,1,1
100564,0.8399421932648,56,1,2,1,1,5,220,3,2,2,1
100566,0.6948782486308,76,1,2,4,1,6,210,2,1,1,1
100569,0.85234226522564,16,1,1,2,2,2,230,2,1,1,2
100575,0.43868589276651,45,2,1,1,1,5,10,1,1,1,1
100578,0.55710369548296,68,2,3,4,2,6,10,1,0,0,1
100581,1.00451635001511,17,1,1,1,2,2,220,5,1,1,4
100581,1.00451635001511,15,1,1,1,2,2,220,5,1,1,5
100584,0.82163047714673,50,1,2,1,1,5,220,4,1,1,2
100584,0.79172153129914,15,2,1,2,2,2,220,4,1,1,4
100587,0.46662334266145,65,2,4,4,2,6,10,1,0,0,1
100589,1.48275114660481,60,1,2,1,1,5,220,3,2,2,1
100597,0.83599792320954,62,2,2,1,2,5,210,2,1,1,2
100604,0.59591163989882,51,2,2,1,1,5,10,1,0,0,1
100611,0.79916242693237,69,2,2,4,1,6,210,2,1,1,2
100612,0.81652695409961,40,2,2,1,1,4,220,4,1,1,2
100612,0.82006611286072,12,2,1,5,2,1,220,4,1,1,3
100613,0.31927848642969,52,2,4,2,1,5,10,1,1,1,1
100616,2.16676623074272,51,1,2,1,1,5,220,5,1,1,1
100616,2.1653628781823,18,2,1,2,2,3,220,5,1,1,3
100621,1.25293600262482,35,1,1,1,1,4,10,1,1,1,1
100623,1.08460126764583,63,1,1,4,1,5,10,1,1,1,1
100627,1.21969352430425,8,1,1,5,2,1,220,4,2,2,3
100630,1.20349369147625,27,1,1,1,1,4,220,4,1,1,3
100632,0.73023502834026,64,2,1,4,1,5,210,2,2,2,1
100637,1.53467664785246,7,2,1,5,2,1,220,4,2,2,3
100639,1.72644984886867,20,2,1,1,2,3,230,2,1,1,2
100642,1.51461321745184,9,2,1,5,2,1,220,6,3,3,4
100642,1.51461321745184,9,2,1,5,2,1,220,6,3,3,5
100643,1.29714810793961,39,1,2,1,1,4,220,4,2,2,2
100645,0.43868589276651,54,2,1,1,1,5,10,1,1,1,1
100646,0.5248280451126,56,2,3,1,2,5,10,1,0,0,1
100649,0.69707541762563,61,2,2,4,1,5,210,2,2,2,1
100654,0.61946334890956,64,1,1,4,1,5,10,1,1,1,1
100655,0.31927848642969,64,2,4,1,1,5,10,1,0,0,1
100659,1.00616093409611,46,1,2,4,1,5,210,2,1,1,2
100662,0.37540165705002,68,2,4,1,1,6,10,1,1,1,1
100664,1.51184104818547,12,2,1,5,2,1,220,5,0,0,4
100664,1.56615945156907,8,1,1,5,2,1,220,5,0,0,5
100669,0.45552207229094,46,2,1,1,1,5,10,1,1,1,1
100671,0.92727329442344,64,2,2,4,1,5,210,2,2,2,2
100672,1.00882897445568,43,2,2,1,1,4,220,4,2,2,2
100672,0.97359165102706,15,2,1,3,2,2,220,4,2,2,4
100676,0.8722890758111,38,1,1,2,1,4,10,1,1,1,1
100678,0.54848155289961,74,1,1,4,1,6,10,1,1,1,1
100681,0.63153908013858,82,1,3,4,2,6,10,1,0,0,1
100683,0.69558079126636,78,1,2,4,1,6,210,2,1,1,1
100687,1.41926779115242,15,1,1,3,2,2,230,3,1,1,2
100690,1.69548770310962,19,2,1,1,2,3,220,3,1,1,3
100694,1.46908272583165,48,1,4,2,1,5,230,2,1,1,1
100695,1.27787332689904,12,1,1,5,2,1,220,3,2,2,3
100698,0.8085202195573,75,2,2,1,2,6,210,2,1,1,1
100699,0.86539664084813,66,2,2,4,1,6,210,2,1,1,2
100703,0.48847825642703,81,1,3,4,1,6,10,1,1,1,1
100705,0.83028590223543,74,1,2,4,1,6,210,2,2,2,1
100709,0.47616796670057,74,1,1,4,1,6,10,1,1,1,1
100712,0.38361065252893,51,2,3,1,1,5,10,1,1,1,1
100713,1.13843213815866,17,2,1,3,2,2,230,3,1,1,2
100715,0.38361065252893,64,2,4,4,1,5,10,1,1,1,1
100718,1.51152058628775,29,1,1,3,2,4,10,1,0,0,1
100720,1.07793734821834,33,2,1,1,1,4,220,3,1,1,2
100722,0.37540165705002,71,2,3,4,1,6,10,1,1,1,1
100723,0.50525658130127,50,2,1,1,2,5,10,1,0,0,1
100725,0.39010602313927,67,2,2,4,1,6,10,1,0,0,1
100726,1.26264025901789,28,2,1,1,2,4,10,1,0,0,1
100727,1.24175699148661,15,1,1,3,2,2,230,3,1,1,3
100732,0.6959092358161,81,2,3,4,2,6,10,1,0,0,1
100733,1.93955391971542,38,1,2,1,1,4,220,3,2,2,1
100735,1.2399611523304,48,1,2,1,1,5,220,5,2,2,1
100735,1.19482415706343,14,2,1,5,2,1,220,5,2,2,4
100739,0.7810476132278,65,2,4,4,1,6,30,2,2,2,1
100743,0.49944857718171,76,2,3,4,1,6,10,1,0,0,1
100744,0.46662334266145,71,2,3,4,1,6,10,1,0,0,1
100758,0.87723954349933,83,1,2,4,1,6,210,2,1,1,1
100759,0.77180888246932,58,1,4,1,1,5,10,1,1,1,1
100764,1.62401769500149,24,2,2,2,2,4,220,3,0,0,2
100766,1.87115708433194,49,1,2,1,1,5,220,4,0,0,1
100766,2.34470276269953,22,1,1,2,2,3,220,4,0,0,3
100771,0.49944857718171,72,2,4,1,1,6,10,1,1,1,1
100772,0.38361065252893,61,2,3,4,1,5,10,1,1,1,1
100773,1.70849651836328,23,1,2,1,1,3,220,4,2,2,3
100780,0.41681914470578,85,1,2,4,1,6,10,1,1,1,1
100781,0.61883363494556,60,1,4,2,2,5,10,1,0,0,1
100794,0.34581558807445,58,2,4,1,1,5,10,1,1,1,1
100795,0.48847825642703,84,1,4,4,1,6,10,1,1,1,1
100796,0.49944857718171,68,2,3,1,1,6,10,1,1,1,1
100806,0.91767356571265,37,2,2,1,1,4,220,3,1,1,2
100807,0.8012156617852,75,1,2,4,1,6,210,2,2,2,1
100815,1.81691886966173,34,1,1,1,2,4,220,3,1,1,3
100816,2.56033128832563,55,1,2,1,1,5,220,4,3,3,1
100818,1.45852024206454,56,2,2,2,2,5,210,2,1,1,2
100820,1.30652453641948,33,2,2,1,1,4,210,2,2,2,2
100824,2.03560173118018,34,1,4,1,1,4,210,2,1,1,1
100826,0.25519812174693,62,2,4,4,1,5,10,1,0,0,1
100827,0.93219857981839,29,2,4,1,2,4,220,4,1,1,1
100829,0.49985461887543,73,2,2,4,1,6,210,2,1,1,2
100830,0.59450943895595,25,1,1,1,1,4,10,1,1,1,1
100835,0.7177586120862,54,2,4,1,1,5,230,2,1,1,1
100839,0.61111939380874,8,2,1,5,2,1,220,5,2,2,3
100839,0.63517182367799,6,1,1,5,2,1,220,5,2,2,4
100842,1.16395564679505,9,2,1,5,2,1,220,3,2,2,3
100843,0.59857051876417,88,2,2,4,2,6,210,2,1,1,1
100845,1.60529213614455,40,2,4,2,1,4,230,3,0,0,1
100848,0.44529093800009,68,2,4,4,1,6,10,1,1,1,1
100853,0.54808265590556,34,2,1,1,2,4,10,1,0,0,1
100856,1.22398233504471,65,1,2,1,1,6,220,3,2,2,1
100859,0.95904405374199,69,2,2,4,2,6,210,2,1,1,2
100861,0.54413509028327,37,2,1,1,1,4,10,1,1,1,1
100872,0.54140045861251,73,2,2,4,2,6,210,2,1,1,2
100873,0.43614407209246,30,2,1,1,1,4,10,1,1,1,1
100876,2.50892524300823,25,2,1,2,2,4,210,2,2,2,1
100879,0.68840420260369,92,1,3,4,1,6,210,2,1,1,1
100883,1.81518925357254,53,2,2,2,1,5,220,3,2,2,2
100887,1.26570111811862,45,1,2,2,2,5,210,2,0,0,1
100892,1.54781054178057,46,2,2,1,1,5,220,3,2,2,1
100896,1.75775037465178,46,2,2,2,1,5,220,4,1,1,2
100900,0.69512729973041,63,2,2,2,1,5,210,2,2,2,2
100904,0.55349554815302,78,2,3,4,1,6,10,1,1,1,1
100906,0.82075244481923,60,1,4,1,1,5,10,1,1,1,1
100919,0.60020638202822,66,2,4,4,1,6,210,2,1,1,1
100921,0.71686937113946,35,2,1,1,1,4,10,1,1,1,1
100922,1.22503634262794,64,1,2,4,1,5,210,2,1,1,1
100923,0.42985460528707,55,1,1,1,1,5,10,1,0,0,1
100926,1.39443491014157,44,1,1,1,1,5,210,2,1,1,1
100933,0.90879027573523,49,1,2,1,1,5,220,4,4,4,1
100933,0.71366465070458,21,1,1,1,1,3,220,4,4,4,3
100934,0.60880281229768,44,1,2,1,1,5,220,4,2,2,2
100934,0.6241329128987,15,1,1,3,2,2,220,4,2,2,3
100937,0.51661538224923,84,2,1,4,2,6,10,1,0,0,1
100939,0.73786882059839,78,2,2,4,1,6,210,2,1,1,2
100948,0.75078754107401,68,1,2,4,1,6,210,2,1,1,1
100951,0.48255225555267,65,1,3,4,1,6,10,1,0,0,1
100952,0.79398655787908,77,2,2,4,2,6,210,2,0,0,2
100953,0.86425156562301,84,2,2,4,1,6,210,2,2,2,2
100955,0.42177187534734,56,1,4,1,1,5,10,1,0,0,1
100956,1.01229607009605,50,1,2,2,1,5,220,4,1,1,1
100956,0.83823340242002,42,2,2,1,2,4,220,4,1,1,2
100962,1.31649722871954,10,2,1,5,2,1,220,4,1,1,3
100962,1.31649722871954,6,2,1,5,2,1,220,4,1,1,4
100964,0.94639994792397,15,2,1,3,2,2,220,3,2,2,3
100967,0.35314802918021,62,2,4,4,1,5,10,1,1,1,1
100975,1.10804776188225,43,1,2,1,1,4,220,5,1,1,1
100975,1.22740907963952,12,2,1,5,2,1,220,5,1,1,4
100976,1.03351888372488,38,1,2,1,1,4,220,3,2,2,1
100977,0.32958612332497,78,1,3,4,1,6,10,1,1,1,1
100980,0.66364447267605,67,1,2,4,1,6,210,2,1,1,2
100986,0.90705996132945,16,2,1,1,2,2,230,2,1,1,2
100987,1.03281640545598,52,2,2,1,1,5,220,3,2,2,2
100988,1.01788830256655,37,2,2,2,2,4,220,3,0,0,2
100989,0.55684501267831,51,2,4,1,1,5,230,2,1,1,1
100990,0.73109600022434,67,1,1,4,1,6,210,2,3,3,1
100997,0.35314802918021,62,2,4,2,2,5,10,1,0,0,1
101000,0.49264952293875,32,1,1,1,1,4,10,1,1,1,1
101004,1.14096540782485,24,1,1,1,1,4,210,2,0,0,2
101007,0.98759057548877,42,1,2,1,1,4,220,3,1,1,1
101012,0.4092799076332,92,2,3,4,2,6,10,1,0,0,1
101014,0.30250249012328,74,2,3,4,2,6,10,1,0,0,1
101016,0.21665478819263,59,2,3,1,1,5,10,1,1,1,1
101022,0.33379105882224,33,2,1,1,1,4,10,1,1,1,1
101023,0.65749373689302,44,1,2,1,1,5,220,5,2,2,1
101023,0.67537291371245,43,2,2,1,1,4,220,5,2,2,2
101024,0.41064427343385,64,1,2,1,1,5,210,2,2,2,1
101025,0.42436008477742,74,2,2,4,1,6,210,2,1,1,2
101026,0.56825737926517,58,1,2,1,1,5,210,2,1,1,1
101028,1.58672759401841,29,2,2,1,1,4,210,2,2,2,2
101029,0.18755645141335,50,2,4,1,1,5,10,1,1,1,1
101033,0.23288350749451,78,1,3,4,1,6,10,1,1,1,1
101034,0.50264118520844,33,2,1,1,1,4,10,1,0,0,1
101036,0.4455112544926,9,1,1,5,2,1,220,6,1,1,3
101036,0.4455112544926,7,1,1,5,2,1,220,6,1,1,4
101044,0.98148247756005,23,1,1,2,1,3,30,3,2,2,3
101046,0.74266636622099,20,2,1,1,1,3,230,2,2,2,2
101051,0.25799491580681,46,1,4,2,1,5,10,1,0,0,1
101055,0.31463981083552,65,2,3,4,2,6,10,1,0,0,1
101058,0.38720251781724,46,2,2,1,1,5,220,4,1,1,1
101058,0.40448983934971,10,1,1,5,2,1,220,4,1,1,4
101064,0.45250883508142,66,1,2,4,1,6,210,2,2,2,2
101065,0.40948888589189,59,2,2,1,1,5,210,2,2,2,1
101066,0.38754408414118,64,2,2,4,1,5,210,2,1,1,2
101068,0.70131680703773,8,1,1,5,2,1,230,3,1,1,3
101069,0.68680465648265,53,1,2,1,1,5,220,4,3,3,1
101069,0.67938429455926,23,1,1,1,1,3,220,4,3,3,3
101070,0.45334919971029,28,2,1,2,2,4,10,1,0,0,1
101071,0.42436008477742,75,2,2,4,2,6,210,2,1,1,2
101073,0.37725501504323,74,1,2,4,1,6,210,2,1,1,1
101076,0.64583710547389,38,1,1,2,1,4,10,1,1,1,1
101078,0.59337918192526,92,2,3,4,2,6,10,1,0,0,1
101083,1.72122613307035,55,1,2,2,1,5,220,5,2,2,1
101083,1.87246465409526,20,1,1,3,2,3,220,5,2,2,3
101089,0.27594642090096,73,2,1,4,2,6,10,1,0,0,1
101091,1.12402092239264,8,1,1,5,2,1,220,6,2,2,6
101092,0.32418447814052,64,1,4,1,1,5,10,1,1,1,1
101093,0.74158709722552,36,1,1,1,1,4,10,1,1,1,1
101094,0.6286321926579,89,2,3,4,2,6,10,1,0,0,1
101095,0.51292295808511,69,1,2,4,1,6,210,2,1,1,1
101100,0.73367443641659,55,1,4,1,1,5,210,2,2,2,1
101107,0.73539929393417,44,1,2,1,1,5,220,4,2,2,2
101112,0.69933406411236,36,1,1,1,1,4,10,1,1,1,1
101116,0.48590479447629,61,2,2,1,1,5,210,2,2,2,2
101118,0.56702820082877,20,2,1,3,2,3,220,4,1,1,3
101127,0.46000865747116,49,1,1,1,1,5,10,1,1,1,1
101129,1.18493952945278,63,1,2,4,1,5,220,3,0,0,1
101132,0.50304255988254,66,2,2,4,1,6,210,2,1,1,2
101133,0.29032223946346,76,2,4,4,1,6,10,1,1,1,1
101135,0.94749542266652,50,1,2,1,1,5,220,3,2,2,1
101137,0.49622480509759,67,2,3,4,1,6,10,1,1,1,1
101142,0.76120860521368,53,1,2,1,1,5,220,4,2,2,1
101142,0.73349913290793,16,2,1,3,2,2,220,4,2,2,4
101144,0.62934816001714,48,1,2,1,1,5,210,2,2,2,2
