person_id;household_id;birth;gender;primary_hh;role;marital_status;children_in_hh;singles_in_hh;partners_in_hh;hh_size;htype;married_in_hh;age;death_av;leave_av;birth_av;birth_unmarried_av;new_couple_av;marriage_av;couple_split_av;divorce_av;membership_id;marriage_date
156;100160;1971;F;5717287;partner;2.0;0;0;2;2;210;2;39;1;0;1;0;0;1;0;1;156_100160;1998.0
157;621107;1971;F;5717288;partner;2.0;0;0;2;2;210;2;39;1;0;1;0;0;1;0;1;157_621107;1993.0
158;1142054;1971;F;5717289;partner;2.0;0;0;2;2;210;2;39;1;0;1;0;0;1;0;1;158_1142054;2008.0
159;100161;1952;M;5717290;partner;2.0;0;0;2;2;210;2;58;1;0;0;0;0;1;0;1;159_100161;1971.0
160;100161;1953;F;5717291;partner;2.0;0;0;2;2;210;2;57;1;0;1;0;0;1;0;1;160_100161;1971.0
165;100172;1928;M;5717296;partner;2.0;0;0;2;2;210;2;82;1;0;0;0;0;1;0;1;165_100172;1965.0
166;100172;1929;F;5717297;partner;2.0;0;0;2;2;210;2;81;1;0;1;0;0;1;0;1;166_100172;1965.0
167;100174;1971;F;5717298;partner;2.0;2;0;2;4;220;2;39;1;0;1;0;0;1;0;1;167_100174;1992.0
168;621121;1971;F;5717299;partner;2.0;2;0;2;4;220;2;39;1;0;1;0;0;1;0;1;168_621121;1998.0
169;100174;1972;M;5717300;partner;2.0;2;0;2;4;220;2;38;1;0;0;0;0;1;0;1;169_100174;1992.0
170;621121;1972;M;5717301;partner;2.0;2;0;2;4;220;2;38;1;0;0;0;0;1;0;1;170_621121;1998.0
180;100180;1931;M;5717311;partner;2.0;0;0;2;2;210;2;79;1;0;0;0;0;1;0;1;180_100180;1991.0
181;621127;1931;M;5717312;partner;2.0;0;0;2;2;210;2;79;1;0;0;0;0;1;0;1;181_621127;1974.0
182;100180;1942;F;5717313;partner;2.0;0;0;2;2;210;2;68;1;0;1;0;0;1;0;1;182_100180;1991.0
183;621127;1942;F;5717314;partner;2.0;0;0;2;2;210;2;68;1;0;1;0;0;1;0;1;183_621127;1974.0
192;100202;1965;M;5717323;partner;2.0;2;0;2;4;220;2;45;1;0;0;0;0;1;0;1;192_100202;2005.0
193;100202;1965;F;5717324;partner;2.0;2;0;2;4;220;2;45;1;0;1;0;0;1;0;1;193_100202;2005.0
220;100221;1942;M;5717351;partner;2.0;0;0;2;2;210;2;68;1;0;0;0;0;1;0;1;220_100221;1969.0
221;100221;1948;F;5717352;partner;2.0;0;0;2;2;210;2;62;1;0;1;0;0;1;0;1;221_100221;1969.0
246;100253;1977;M;5717377;partner;2.0;1;0;2;3;220;2;33;1;0;0;0;0;1;0;1;246_100253;1998.0
247;621200;1977;M;5717378;partner;2.0;1;0;2;3;220;2;33;1;0;0;0;0;1;0;1;247_621200;2005.0
248;1142147;1977;M;5717379;partner;2.0;1;0;2;3;220;2;33;1;0;0;0;0;1;0;1;248_1142147;2008.0
249;100253;1980;F;5717380;partner;2.0;1;0;2;3;220;2;30;1;0;1;0;0;1;0;1;249_100253;1998.0
250;621200;1980;F;5717381;partner;2.0;1;0;2;3;220;2;30;1;0;1;0;0;1;0;1;250_621200;2005.0
251;1142147;1980;F;5717382;partner;2.0;1;0;2;3;220;2;30;1;0;1;0;0;1;0;1;251_1142147;2008.0
259;100267;1974;M;5717390;partner;2.0;2;0;2;4;220;2;36;1;0;0;0;0;1;0;1;259_100267;2003.0
260;100267;1976;F;5717391;partner;2.0;2;0;2;4;220;2;34;1;0;1;0;0;1;0;1;260_100267;2003.0
263;100269;1962;F;5717394;partner;2.0;1;0;2;3;220;2;48;1;0;1;0;0;1;0;1;263_100269;1990.0
264;100269;1963;M;5717395;partner;2.0;1;0;2;3;220;2;47;1;0;0;0;0;1;0;1;264_100269;1990.0
266;100272;1954;M;5717397;partner;2.0;1;0;2;3;220;2;56;1;0;0;0;0;1;0;1;266_100272;1975.0
267;621219;1954;M;5717398;partner;2.0;1;0;2;3;220;2;56;1;0;0;0;0;1;0;1;267_621219;1974.0
268;1142166;1954;M;5717399;partner;2.0;1;0;2;3;220;2;56;1;0;0;0;0;1;0;1;268_1142166;1997.0
269;100272;1956;F;5717400;partner;2.0;1;0;2;3;220;2;54;1;0;1;0;0;1;0;1;269_100272;1975.0
270;621219;1956;F;5717401;partner;2.0;1;0;2;3;220;2;54;1;0;1;0;0;1;0;1;270_621219;1974.0
271;1142166;1956;F;5717402;partner;2.0;1;0;2;3;220;2;54;1;0;1;0;0;1;0;1;271_1142166;1997.0
298;100289;1959;F;5717429;partner;2.0;1;0;2;3;220;2;51;1;0;1;0;0;1;0;1;298_100289;1996.0
299;100289;1959;M;5717430;partner;2.0;1;0;2;3;220;2;51;1;0;0;0;0;1;0;1;299_100289;1996.0
301;100290;1948;M;5717432;partner;2.0;1;0;2;3;220;2;62;1;0;0;0;0;1;0;1;301_100290;1989.0
302;100290;1951;F;5717433;partner;2.0;1;0;2;3;220;2;59;1;0;1;0;0;1;0;1;302_100290;1989.0
304;100291;1935;M;5717435;partner;2.0;0;0;2;2;210;2;75;1;0;0;0;0;1;0;1;304_100291;2003.0
305;100291;1937;F;5717436;partner;2.0;0;0;2;2;210;2;73;1;0;1;0;0;1;0;1;305_100291;2003.0
317;100301;1972;M;5717448;partner;2.0;1;0;2;3;220;2;38;1;0;0;0;0;1;0;1;317_100301;2002.0
318;100301;1978;F;5717449;partner;2.0;1;0;2;3;220;2;32;1;0;1;0;0;1;0;1;318_100301;2002.0
323;100323;1939;F;5717454;partner;2.0;0;0;2;2;210;2;71;1;0;1;0;0;1;0;1;323_100323;2002.0
324;100323;1942;M;5717455;partner;2.0;0;0;2;2;210;2;68;1;0;0;0;0;1;0;1;324_100323;2002.0
329;100368;1945;M;5717460;partner;2.0;2;0;2;4;220;2;65;1;0;0;0;0;1;0;1;329_100368;1988.0
330;100368;1954;F;5717461;partner;2.0;2;0;2;4;220;2;56;1;0;1;0;0;1;0;1;330_100368;1988.0
333;100370;1979;F;5717464;partner;2.0;0;0;2;2;210;2;31;1;0;1;0;0;1;0;1;333_100370;2005.0
334;621317;1979;F;5717465;partner;2.0;0;0;2;2;210;2;31;1;0;1;0;0;1;0;1;334_621317;2008.0
335;100370;1979;M;5717466;partner;2.0;0;0;2;2;210;2;31;1;0;0;0;0;1;0;1;335_100370;2005.0
336;621317;1979;M;5717467;partner;2.0;0;0;2;2;210;2;31;1;0;0;0;0;1;0;1;336_621317;2008.0
337;100373;1941;F;5717468;partner;2.0;0;0;2;2;210;2;69;1;0;1;0;0;1;0;1;337_100373;2005.0
338;100373;1942;M;5717469;partner;2.0;0;0;2;2;210;2;68;1;0;0;0;0;1;0;1;338_100373;2005.0
339;100378;1964;M;5717470;partner;2.0;2;0;2;4;220;2;46;1;0;0;0;0;1;0;1;339_100378;1989.0
340;621325;1964;M;5717471;partner;2.0;2;0;2;4;220;2;46;1;0;0;0;0;1;0;1;340_621325;2002.0
341;100378;1968;F;5717472;partner;2.0;2;0;2;4;220;2;42;1;0;1;0;0;1;0;1;341_100378;1989.0
342;621325;1968;F;5717473;partner;2.0;2;0;2;4;220;2;42;1;0;1;0;0;1;0;1;342_621325;2002.0
347;100381;1933;M;5717478;partner;2.0;0;0;2;2;210;2;77;1;0;0;0;0;1;0;1;347_100381;2002.0
348;100381;1936;F;5717479;partner;2.0;0;0;2;2;210;2;74;1;0;1;0;0;1;0;1;348_100381;2002.0
357;100412;1925;M;5717488;partner;2.0;0;0;2;2;210;2;85;1;0;0;0;0;1;0;1;357_100412;1976.0
358;100412;1938;F;5717489;partner;2.0;0;0;2;2;210;2;72;1;0;1;0;0;1;0;1;358_100412;1976.0
359;100413;1949;M;5717490;partner;2.0;0;0;2;2;210;2;61;1;0;0;0;0;1;0;1;359_100413;2003.0
360;621360;1949;M;5717491;partner;2.0;0;0;2;2;210;2;61;1;0;0;0;0;1;0;1;360_621360;2007.0
361;100413;1949;F;5717492;partner;2.0;0;0;2;2;210;2;61;1;0;1;0;0;1;0;1;361_100413;2003.0
362;621360;1949;F;5717493;partner;2.0;0;0;2;2;210;2;61;1;0;1;0;0;1;0;1;362_621360;2007.0
363;100422;1960;M;5717494;partner;2.0;0;0;2;2;210;2;50;1;0;0;0;0;1;0;1;363_100422;2006.0
364;100422;1961;F;5717495;partner;2.0;0;0;2;2;210;2;49;1;0;1;0;0;1;0;1;364_100422;2006.0
370;100430;1963;M;5717501;partner;2.0;2;0;2;4;220;2;47;1;0;0;0;0;1;0;1;370_100430;2010.0
371;621377;1963;M;5717502;partner;2.0;2;0;2;4;220;2;47;1;0;0;0;0;1;0;1;371_621377;1996.0
372;1142324;1963;M;5717503;partner;2.0;2;0;2;4;220;2;47;1;0;0;0;0;1;0;1;372_1142324;1983.0
373;100430;1965;F;5717504;partner;2.0;2;0;2;4;220;2;45;1;0;1;0;0;1;0;1;373_100430;2010.0
374;621377;1965;F;5717505;partner;2.0;2;0;2;4;220;2;45;1;0;1;0;0;1;0;1;374_621377;1996.0
375;1142324;1965;F;5717506;partner;2.0;2;0;2;4;220;2;45;1;0;1;0;0;1;0;1;375_1142324;1983.0
430;100463;1946;M;5717561;partner;2.0;0;0;2;2;210;2;64;1;0;0;0;0;1;0;1;430_100463;1995.0
431;621410;1946;M;5717562;partner;2.0;0;0;2;2;210;2;64;1;0;0;0;0;1;0;1;431_621410;1971.0
432;100463;1948;F;5717563;partner;2.0;0;0;2;2;210;2;62;1;0;1;0;0;1;0;1;432_100463;1995.0
433;621410;1948;F;5717564;partner;2.0;0;0;2;2;210;2;62;1;0;1;0;0;1;0;1;433_621410;1971.0
434;100464;1930;M;5717565;partner;2.0;0;0;2;2;210;2;80;1;0;0;0;0;1;0;1;434_100464;1981.0
435;100464;1941;F;5717566;partner;2.0;0;0;2;2;210;2;69;1;0;1;0;0;1;0;1;435_100464;1981.0
443;100481;1953;M;5717574;partner;2.0;0;0;2;2;210;2;57;1;0;0;0;0;1;0;1;443_100481;1998.0
444;100481;1955;F;5717575;partner;2.0;0;0;2;2;210;2;55;1;0;1;0;0;1;0;1;444_100481;1998.0
445;100488;1970;M;5717576;partner;2.0;0;0;2;2;210;2;40;1;0;0;0;0;1;0;1;445_100488;1999.0
446;621435;1970;M;5717577;partner;2.0;0;0;2;2;210;2;40;1;0;0;0;0;1;0;1;446_621435;2002.0
447;100488;1970;F;5717578;partner;2.0;0;0;2;2;210;2;40;1;0;1;0;0;1;0;1;447_100488;1999.0
448;621435;1970;F;5717579;partner;2.0;0;0;2;2;210;2;40;1;0;1;0;0;1;0;1;448_621435;2002.0
449;100495;1923;F;5717580;partner;2.0;0;0;2;2;210;2;87;1;0;1;0;0;1;0;1;449_100495;1970.0
450;621442;1923;F;5717581;partner;2.0;0;0;2;2;210;2;87;1;0;1;0;0;1;0;1;450_621442;1974.0
451;100495;1924;M;5717582;partner;2.0;0;0;2;2;210;2;86;1;0;0;0;0;1;0;1;451_100495;1970.0
452;621442;1924;M;5717583;partner;2.0;0;0;2;2;210;2;86;1;0;0;0;0;1;0;1;452_621442;1974.0
471;100521;1943;M;5717602;partner;2.0;1;0;2;3;220;2;67;1;0;0;0;0;1;0;1;471_100521;2005.0
472;621468;1943;M;5717603;partner;2.0;1;0;2;3;220;2;67;1;0;0;0;0;1;0;1;472_621468;2008.0
473;100521;1955;F;5717604;partner;2.0;1;0;2;3;220;2;55;1;0;1;0;0;1;0;1;473_100521;2005.0
474;621468;1955;F;5717605;partner;2.0;1;0;2;3;220;2;55;1;0;1;0;0;1;0;1;474_621468;2008.0
485;100532;1933;F;5717616;partner;2.0;0;0;2;2;210;2;77;1;0;1;0;0;1;0;1;485_100532;2000.0
486;100532;1937;M;5717617;partner;2.0;0;0;2;2;210;2;73;1;0;0;0;0;1;0;1;486_100532;2000.0
487;100534;1940;M;5717618;partner;2.0;0;0;2;2;210;2;70;1;0;0;0;0;1;0;1;487_100534;2001.0
488;100534;1942;F;5717619;partner;2.0;0;0;2;2;210;2;68;1;0;1;0;0;1;0;1;488_100534;2001.0
506;100548;1936;F;5717637;partner;2.0;0;0;2;2;210;2;74;1;0;1;0;0;1;0;1;506_100548;2002.0
507;100548;1940;M;5717638;partner;2.0;0;0;2;2;210;2;70;1;0;0;0;0;1;0;1;507_100548;2002.0
512;100558;1974;M;5717643;partner;2.0;2;0;2;4;220;2;36;1;0;0;0;0;1;0;1;512_100558;2000.0
513;100558;1976;F;5717644;partner;2.0;2;0;2;4;220;2;34;1;0;1;0;0;1;0;1;513_100558;2000.0
516;100564;1954;M;5717647;partner;2.0;1;0;2;3;220;2;56;1;0;0;0;0;1;0;1;516_100564;2001.0
517;621511;1954;M;5717648;partner;2.0;1;0;2;3;220;2;56;1;0;0;0;0;1;0;1;517_621511;1994.0
518;100564;1972;F;5717649;partner;2.0;1;0;2;3;220;2;38;1;0;1;0;0;1;0;1;518_100564;2001.0
519;621511;1972;F;5717650;partner;2.0;1;0;2;3;220;2;38;1;0;1;0;0;1;0;1;519_621511;1994.0
533;100589;1950;M;5717664;partner;2.0;1;0;2;3;220;2;60;1;0;0;0;0;1;0;1;533_100589;2000.0
534;621536;1950;M;5717665;partner;2.0;1;0;2;3;220;2;60;1;0;0;0;0;1;0;1;534_621536;1988.0
535;1142483;1950;M;5717666;partner;2.0;1;0;2;3;220;2;60;1;0;0;0;0;1;0;1;535_1142483;1991.0
536;100589;1953;F;5717667;partner;2.0;1;0;2;3;220;2;57;1;0;1;0;0;1;0;1;536_100589;2000.0
537;621536;1953;F;5717668;partner;2.0;1;0;2;3;220;2;57;1;0;1;0;0;1;0;1;537_621536;1988.0
538;1142483;1953;F;5717669;partner;2.0;1;0;2;3;220;2;57;1;0;1;0;0;1;0;1;538_1142483;1991.0
542;100597;1945;M;5717673;partner;2.0;0;0;2;2;210;2;65;1;0;0;0;0;1;0;1;542_100597;2007.0
543;100597;1948;F;5717674;partner;2.0;0;0;2;2;210;2;62;1;0;1;0;0;1;0;1;543_100597;2007.0
624;100683;1932;M;5717755;partner;2.0;0;0;2;2;210;2;78;1;0;0;0;0;1;0;1;624_100683;1996.0
625;100683;1935;F;5717756;partner;2.0;0;0;2;2;210;2;75;1;0;1;0;0;1;0;1;625_100683;1996.0
634;100699;1940;M;5717765;partner;2.0;0;0;2;2;210;2;70;1;0;0;0;0;1;0;1;634_100699;2007.0
635;621646;1940;M;5717766;partner;2.0;0;0;2;2;210;2;70;1;0;0;0;0;1;0;1;635_621646;1989.0
636;100699;1944;F;5717767;partner;2.0;0;0;2;2;210;2;66;1;0;1;0;0;1;0;1;636_100699;2007.0
637;621646;1944;F;5717768;partner;2.0;0;0;2;2;210;2;66;1;0;1;0;0;1;0;1;637_621646;1989.0
655;100758;1927;M;5717786;partner;2.0;0;0;2;2;210;2;83;1;0;0;0;0;1;0;1;655_100758;1999.0
656;621705;1927;M;5717787;partner;2.0;0;0;2;2;210;2;83;1;0;0;0;0;1;0;1;656_621705;1974.0
657;1142652;1927;M;5717788;partner;2.0;0;0;2;2;210;2;83;1;0;0;0;0;1;0;1;657_1142652;1998.0
658;100758;1932;F;5717789;partner;2.0;0;0;2;2;210;2;78;1;0;1;0;0;1;0;1;658_100758;1999.0
659;621705;1932;F;5717790;partner;2.0;0;0;2;2;210;2;78;1;0;1;0;0;1;0;1;659_621705;1974.0
660;1142652;1932;F;5717791;partner;2.0;0;0;2;2;210;2;78;1;0;1;0;0;1;0;1;660_1142652;1998.0
661;100764;1972;M;5717792;partner;2.0;1;0;2;3;220;2;38;1;0;0;0;0;1;0;1;661_100764;2007.0
662;621711;1972;M;5717793;partner;2.0;1;0;2;3;220;2;38;1;0;0;0;0;1;0;1;662_621711;2009.0
663;100764;1986;F;5717794;partner;2.0;1;0;2;3;220;2;24;1;0;1;0;0;1;0;1;663_100764;2007.0
664;621711;1986;F;5717795;partner;2.0;1;0;2;3;220;2;24;1;0;1;0;0;1;0;1;664_621711;2009.0
669;100773;1955;F;5717800;partner;2.0;2;0;2;4;220;2;55;1;0;1;0;0;1;0;1;669_100773;2010.0
670;621720;1955;F;5717801;partner;2.0;2;0;2;4;220;2;55;1;0;1;0;0;1;0;1;670_621720;2008.0
671;100773;1959;M;5717802;partner;2.0;2;0;2;4;220;2;51;1;0;0;0;0;1;0;1;671_100773;2010.0
672;621720;1959;M;5717803;partner;2.0;2;0;2;4;220;2;51;1;0;0;0;0;1;0;1;672_621720;2008.0
683;100807;1935;M;5717814;partner;2.0;0;0;2;2;210;2;75;1;0;0;0;0;1;0;1;683_100807;1979.0
684;100807;1941;F;5717815;partner;2.0;0;0;2;2;210;2;69;1;0;1;0;0;1;0;1;684_100807;1979.0
688;100816;1955;M;5717819;partner;2.0;2;0;2;4;220;2;55;1;0;0;0;0;1;0;1;688_100816;2000.0
689;100816;1965;F;5717820;partner;2.0;2;0;2;4;220;2;45;1;0;1;0;0;1;0;1;689_100816;2000.0
692;100820;1976;M;5717823;partner;2.0;0;0;2;2;210;2;34;1;0;0;0;0;1;0;1;692_100820;2007.0
693;621767;1976;M;5717824;partner;2.0;0;0;2;2;210;2;34;1;0;0;0;0;1;0;1;693_621767;2007.0
694;100820;1977;F;5717825;partner;2.0;0;0;2;2;210;2;33;1;0;1;0;0;1;0;1;694_100820;2007.0
695;621767;1977;F;5717826;partner;2.0;0;0;2;2;210;2;33;1;0;1;0;0;1;0;1;695_621767;2007.0
720;100829;1935;M;5717851;partner;2.0;0;0;2;2;210;2;75;1;0;0;0;0;1;0;1;720_100829;1959.0
721;621776;1935;M;5717852;partner;2.0;0;0;2;2;210;2;75;1;0;0;0;0;1;0;1;721_621776;2007.0
722;100829;1937;F;5717853;partner;2.0;0;0;2;2;210;2;73;1;0;1;0;0;1;0;1;722_100829;1959.0
723;621776;1937;F;5717854;partner;2.0;0;0;2;2;210;2;73;1;0;1;0;0;1;0;1;723_621776;2007.0
734;100843;1922;F;5717865;partner;2.0;0;0;2;2;210;2;88;1;0;1;0;0;1;0;1;734_100843;1942.5
735;100843;1936;M;5717866;partner;2.0;0;0;2;2;210;2;74;1;0;0;0;0;1;0;1;735_100843;1942.5
744;100859;1938;M;5717875;partner;2.0;0;0;2;2;210;2;72;1;0;0;0;0;1;0;1;744_100859;1967.0
745;100859;1941;F;5717876;partner;2.0;0;0;2;2;210;2;69;1;0;1;0;0;1;0;1;745_100859;1967.0
749;100872;1934;M;5717880;partner;2.0;0;0;2;2;210;2;76;1;0;0;0;0;1;0;1;749_100872;1995.0
750;621819;1934;M;5717881;partner;2.0;0;0;2;2;210;2;76;1;0;0;0;0;1;0;1;750_621819;1991.0
751;100872;1937;F;5717882;partner;2.0;0;0;2;2;210;2;73;1;0;1;0;0;1;0;1;751_100872;1995.0
752;621819;1937;F;5717883;partner;2.0;0;0;2;2;210;2;73;1;0;1;0;0;1;0;1;752_621819;1991.0
760;100883;1955;M;5717891;partner;2.0;1;0;2;3;220;2;55;1;0;0;0;0;1;0;1;760_100883;1981.0
761;100883;1957;F;5717892;partner;2.0;1;0;2;3;220;2;53;1;0;1;0;0;1;0;1;761_100883;1981.0
763;100887;1965;M;5717894;partner;2.0;0;0;2;2;210;2;45;1;0;0;0;0;1;0;1;763_100887;1984.0
764;621834;1965;M;5717895;partner;2.0;0;0;2;2;210;2;45;1;0;0;0;0;1;0;1;764_621834;1988.0
765;100887;1966;F;5717896;partner;2.0;0;0;2;2;210;2;44;1;0;1;0;0;1;0;1;765_100887;1984.0
766;621834;1966;F;5717897;partner;2.0;0;0;2;2;210;2;44;1;0;1;0;0;1;0;1;766_621834;1988.0
767;100892;1964;F;5717898;partner;2.0;1;0;2;3;220;2;46;1;0;1;0;0;1;0;1;767_100892;2008.0
768;621839;1964;F;5717899;partner;2.0;1;0;2;3;220;2;46;1;0;1;0;0;1;0;1;768_621839;1988.0
769;100892;1964;M;5717900;partner;2.0;1;0;2;3;220;2;46;1;0;0;0;0;1;0;1;769_100892;2008.0
770;621839;1964;M;5717901;partner;2.0;1;0;2;3;220;2;46;1;0;0;0;0;1;0;1;770_621839;1988.0
773;100900;1946;M;5717904;partner;2.0;0;0;2;2;210;2;64;1;0;0;0;0;1;0;1;773_100900;1977.0
774;100900;1947;F;5717905;partner;2.0;0;0;2;2;210;2;63;1;0;1;0;0;1;0;1;774_100900;1977.0
782;100922;1946;M;5717913;partner;2.0;0;0;2;2;210;2;64;1;0;0;0;0;1;0;1;782_100922;1999.0
783;621869;1946;M;5717914;partner;2.0;0;0;2;2;210;2;64;1;0;0;0;0;1;0;1;783_621869;1992.0
784;100922;1950;F;5717915;partner;2.0;0;0;2;2;210;2;60;1;0;1;0;0;1;0;1;784_100922;1999.0
785;621869;1950;F;5717916;partner;2.0;0;0;2;2;210;2;60;1;0;1;0;0;1;0;1;785_621869;1992.0
788;100948;1942;M;5717919;partner;2.0;0;0;2;2;210;2;68;1;0;0;0;0;1;0;1;788_100948;1992.0
789;100948;1948;F;5717920;partner;2.0;0;0;2;2;210;2;62;1;0;1;0;0;1;0;1;789_100948;1992.0
790;100952;1925;M;5717921;partner;2.0;0;0;2;2;210;2;85;1;0;0;0;0;1;0;1;790_100952;1959.0
791;100952;1933;F;5717922;partner;2.0;0;0;2;2;210;2;77;1;0;1;0;0;1;0;1;791_100952;1959.0
792;100953;1926;M;5717923;partner;2.0;0;0;2;2;210;2;84;1;0;0;0;0;1;0;1;792_100953;1969.0
793;621900;1926;M;5717924;partner;2.0;0;0;2;2;210;2;84;1;0;0;0;0;1;0;1;793_621900;1994.0
